id,name,population,state,latitude,longitude,created_at,updated_at
257,Pompano Beach,101943,FL,26.2378597,-80.1247667,2014-11-01 04:08:30 UTC,2014-11-01 04:08:30 UTC
258,High Point,101835,NC,35.9556923,-80.0053176,2014-11-01 04:08:31 UTC,2014-11-01 04:08:31 UTC
259,Murfreesboro,101753,TN,35.8456213,-86.39027,2014-11-01 04:08:32 UTC,2014-11-01 04:08:32 UTC
260,Lewisville,101624,TX,33.046233,-96.994174,2014-11-01 04:08:33 UTC,2014-11-01 04:08:33 UTC
261,Richardson,101589,TX,32.9483335,-96.7298519,2014-11-01 04:08:34 UTC,2014-11-01 04:08:34 UTC
262,Daly City,101514,CA,37.6879241,-122.4702079,2014-11-01 04:08:36 UTC,2014-11-01 04:08:36 UTC
263,Berkeley,101371,CA,37.8715926,-122.272747,2014-11-01 04:08:37 UTC,2014-11-01 04:08:37 UTC
264,Gresham,101221,OR,45.5001357,-122.4302013,2014-11-01 04:08:38 UTC,2014-11-01 04:08:38 UTC
265,Wichita Falls,101202,TX,33.9137085,-98.4933873,2014-11-01 04:08:39 UTC,2014-11-01 04:08:39 UTC
266,Green Bay,101025,WI,44.51915899999999,-88.019826,2014-11-01 04:08:40 UTC,2014-11-01 04:08:40 UTC
267,Davenport,100827,IA,41.5236437,-90.5776367,2014-11-01 04:08:41 UTC,2014-11-01 04:08:41 UTC
268,Palm Bay,100786,FL,28.0344621,-80.5886646,2014-11-01 04:08:42 UTC,2014-11-01 04:08:42 UTC
269,Columbia,100733,MO,38.9517053,-92.3340724,2014-11-01 04:08:43 UTC,2014-11-01 04:08:43 UTC
270,Portsmouth,100577,VA,36.8354258,-76.2982742,2014-11-01 04:08:44 UTC,2014-11-01 04:08:44 UTC
271,Rochester,100413,MN,44.0234,-92.46294999999999,2014-11-01 04:08:45 UTC,2014-11-01 04:08:45 UTC
272,Antioch,100219,CA,38.0049214,-121.805789,2014-11-01 04:08:47 UTC,2014-11-01 04:08:47 UTC
273,Wilmington,100192,NC,34.2257255,-77.9447102,2014-11-01 04:08:48 UTC,2014-11-01 04:08:48 UTC
274,Centennial,99680,CO,39.5807452,-104.8771726,2014-11-01 04:08:49 UTC,2014-11-01 04:08:49 UTC
275,Odessa,98801,TX,31.8456816,-102.3676431,2014-11-01 04:08:50 UTC,2014-11-01 04:08:50 UTC
276,West Palm Beach,98779,FL,26.7153424,-80.0533746,2014-11-01 04:08:51 UTC,2014-11-01 04:08:51 UTC
277,Rialto,98700,CA,34.1064001,-117.3703235,2014-11-01 04:08:52 UTC,2014-11-01 04:08:52 UTC
278,Everett,98212,WA,47.9789848,-122.2020794,2014-11-01 04:08:53 UTC,2014-11-01 04:08:53 UTC
279,Murrieta,97918,CA,33.5539143,-117.2139232,2014-11-01 04:08:54 UTC,2014-11-01 04:08:54 UTC
280,Tyler,97705,TX,32.3512601,-95.30106239999999,2014-11-01 04:08:55 UTC,2014-11-01 04:08:55 UTC
281,Temecula,97100,CA,33.4936391,-117.1483648,2014-11-01 04:08:56 UTC,2014-11-01 04:08:56 UTC
282,Kenosha,96950,WI,42.5847425,-87.82118539999999,2014-11-01 04:08:58 UTC,2014-11-01 04:08:58 UTC
283,Frisco,96676,TX,33.1506744,-96.82361159999999,2014-11-01 04:08:59 UTC,2014-11-01 04:08:59 UTC
284,Sandy,96660,UT,40.57250000000001,-111.859722,2014-11-01 04:09:00 UTC,2014-11-01 04:09:00 UTC
285,South Gate,96640,CA,33.954737,-118.2120161,2014-11-01 04:09:01 UTC,2014-11-01 04:09:01 UTC
286,Carlsbad,96374,CA,33.1580933,-117.3505939,2014-11-01 04:09:02 UTC,2014-11-01 04:09:02 UTC
287,Gary,95920,IN,41.5933696,-87.3464271,2014-11-01 04:09:03 UTC,2014-11-01 04:09:03 UTC
288,Mission Viejo,94461,CA,33.6000232,-117.6719953,2014-11-01 04:09:04 UTC,2014-11-01 04:09:04 UTC
289,North Charleston,94407,SC,32.8546197,-79.9748103,2014-11-01 04:09:05 UTC,2014-11-01 04:09:05 UTC
290,Boulder,94171,CO,40.0149856,-105.2705456,2014-11-01 04:09:06 UTC,2014-11-01 04:09:06 UTC
291,Compton,93851,CA,33.8958492,-118.2200712,2014-11-01 04:09:07 UTC,2014-11-01 04:09:07 UTC
292,Hillsboro,93638,OR,45.5228939,-122.989827,2014-11-01 04:09:09 UTC,2014-11-01 04:09:09 UTC
293,Albany,93539,NY,42.6525793,-73.7562317,2014-11-01 04:09:10 UTC,2014-11-01 04:09:10 UTC
294,Fargo,93531,ND,46.8771863,-96.7898034,2014-11-01 04:09:11 UTC,2014-11-01 04:09:11 UTC
295,Lakeland,93333,FL,28.0394654,-81.9498042,2014-11-01 04:09:12 UTC,2014-11-01 04:09:12 UTC
296,Orem,93250,UT,40.2968979,-111.6946475,2014-11-01 04:09:13 UTC,2014-11-01 04:09:13 UTC
297,Brockton,93007,MA,42.0834335,-71.0183787,2014-11-01 04:09:14 UTC,2014-11-01 04:09:14 UTC
298,Roanoke,92967,VA,37.2709704,-79.9414266,2014-11-01 04:09:15 UTC,2014-11-01 04:09:15 UTC
299,Broken Arrow,92931,OK,36.060949,-95.7974526,2014-11-01 04:09:16 UTC,2014-11-01 04:09:16 UTC
300,Surprise,92897,AZ,33.6292337,-112.3679279,2014-11-01 04:09:17 UTC,2014-11-01 04:09:17 UTC
301,Macon,92775,GA,32.8406946,-83.6324022,2014-11-01 04:09:18 UTC,2014-11-01 04:09:18 UTC
302,El Cajon,92718,CA,32.7947731,-116.9625269,2014-11-01 04:09:19 UTC,2014-11-01 04:09:19 UTC
303,Carson,92366,CA,33.8316745,-118.281693,2014-11-01 04:09:21 UTC,2014-11-01 04:09:21 UTC
304,Quincy,92339,MA,42.2528772,-71.0022705,2014-11-01 04:09:22 UTC,2014-11-01 04:09:22 UTC
305,Clovis,92318,CA,36.8252277,-119.7029194,2014-11-01 04:09:23 UTC,2014-11-01 04:09:23 UTC
306,San Mateo,92256,CA,37.5629917,-122.3255254,2014-11-01 04:09:24 UTC,2014-11-01 04:09:24 UTC
307,Vacaville,92219,CA,38.3565773,-121.9877444,2014-11-01 04:09:25 UTC,2014-11-01 04:09:25 UTC
308,San Angelo,91880,TX,31.4637723,-100.4370375,2014-11-01 04:09:26 UTC,2014-11-01 04:09:26 UTC
309,Las Cruces,91865,NM,32.3199396,-106.7636538,2014-11-01 04:09:28 UTC,2014-11-01 04:09:28 UTC
310,Beaverton,91757,OR,45.48706199999999,-122.8037102,2014-11-01 04:09:29 UTC,2014-11-01 04:09:29 UTC
311,Greeley,91492,CO,40.4233142,-104.7091322,2014-11-01 04:09:30 UTC,2014-11-01 04:09:30 UTC
312,New Bedford,91365,MA,41.6362152,-70.93420499999999,2014-11-01 04:09:31 UTC,2014-11-01 04:09:31 UTC
313,Livonia,91220,MI,42.36837,-83.35270969999999,2014-11-01 04:09:32 UTC,2014-11-01 04:09:32 UTC
314,Vista,91144,CA,33.2000368,-117.2425355,2014-11-01 04:09:33 UTC,2014-11-01 04:09:33 UTC
315,Fall River,90931,MA,41.7014912,-71.1550451,2014-11-01 04:09:34 UTC,2014-11-01 04:09:34 UTC
316,Waukegan,90788,IL,42.3636331,-87.84479379999999,2014-11-01 04:09:35 UTC,2014-11-01 04:09:35 UTC
317,Lawrence,90520,KS,38.9716689,-95.2352501,2014-11-01 04:09:36 UTC,2014-11-01 04:09:36 UTC
318,Davie,90238,FL,26.0764783,-80.25211569999999,2014-11-01 04:09:37 UTC,2014-11-01 04:09:37 UTC
319,Tuscaloosa,90221,AL,33.2098407,-87.56917349999999,2014-11-01 04:09:39 UTC,2014-11-01 04:09:39 UTC
320,Redding,90201,CA,40.5865396,-122.3916754,2014-11-01 04:09:40 UTC,2014-11-01 04:09:40 UTC
321,Lawton,90091,OK,34.6035669,-98.39592909999999,2014-11-01 04:09:41 UTC,2014-11-01 04:09:41 UTC
322,Yuma,90041,AZ,32.6926512,-114.6276916,2014-11-01 04:09:42 UTC,2014-11-01 04:09:42 UTC
323,Sunrise,89026,FL,26.1669711,-80.25659499999999,2014-11-01 04:09:43 UTC,2014-11-01 04:09:43 UTC
324,Westminster,88975,CA,33.7513419,-117.9939921,2014-11-01 04:09:44 UTC,2014-11-01 04:09:44 UTC
325,Sparks,88602,NV,39.5349112,-119.7526886,2014-11-01 04:09:45 UTC,2014-11-01 04:09:45 UTC
326,Santa Monica,87664,CA,34.0194543,-118.4911912,2014-11-01 04:09:46 UTC,2014-11-01 04:09:46 UTC
327,Roswell,87657,GA,34.0232431,-84.3615555,2014-11-01 04:09:47 UTC,2014-11-01 04:09:47 UTC
328,Lynn,86957,MA,42.46676300000001,-70.9494938,2014-11-01 04:09:48 UTC,2014-11-01 04:09:48 UTC
329,Nashua,86576,NH,42.7653662,-71.46756599999999,2014-11-01 04:09:49 UTC,2014-11-01 04:09:49 UTC
330,Dearborn,86477,MI,42.3222599,-83.17631449999999,2014-11-01 04:09:51 UTC,2014-11-01 04:09:51 UTC
331,Santa Maria,86356,CA,34.9530337,-120.4357191,2014-11-01 04:09:52 UTC,2014-11-01 04:09:52 UTC
332,Spokane Valley,86144,WA,47.6732281,-117.2393748,2014-11-01 04:09:53 UTC,2014-11-01 04:09:53 UTC
333,Santa Barbara,86093,CA,34.4208305,-119.6981901,2014-11-01 04:09:54 UTC,2014-11-01 04:09:54 UTC
334,Alhambra,85953,CA,34.095287,-118.1270146,2014-11-01 04:09:55 UTC,2014-11-01 04:09:55 UTC
335,Longmont,85928,CO,40.1672068,-105.1019275,2014-11-01 04:09:56 UTC,2014-11-01 04:09:56 UTC
336,Hesperia,85883,CA,34.4263886,-117.3008784,2014-11-01 04:09:57 UTC,2014-11-01 04:09:57 UTC
337,Boca Raton,85670,FL,26.3683064,-80.1289321,2014-11-01 04:09:58 UTC,2014-11-01 04:09:58 UTC
338,Fort Smith,84716,AR,35.3859242,-94.39854749999999,2014-11-01 04:09:59 UTC,2014-11-01 04:09:59 UTC
339,Miami Beach,84633,FL,25.790654,-80.1300455,2014-11-01 04:10:01 UTC,2014-11-01 04:10:01 UTC
340,Warwick,84483,RI,41.7001009,-71.4161671,2014-11-01 04:10:02 UTC,2014-11-01 04:10:02 UTC
341,Indio,84443,CA,33.7205771,-116.2155619,2014-11-01 04:10:03 UTC,2014-11-01 04:10:03 UTC
342,Citrus Heights,84432,CA,38.7071247,-121.2810611,2014-11-01 04:10:04 UTC,2014-11-01 04:10:04 UTC
343,Deltona,84408,FL,28.9005446,-81.26367379999999,2014-11-01 04:10:05 UTC,2014-11-01 04:10:05 UTC
344,Federal Way,84309,WA,47.3223221,-122.3126222,2014-11-01 04:10:06 UTC,2014-11-01 04:10:06 UTC
345,Hawthorne,84305,CA,33.9164032,-118.3525748,2014-11-01 04:10:07 UTC,2014-11-01 04:10:07 UTC
346,Duluth,84284,MN,46.78667189999999,-92.1004852,2014-11-01 04:10:08 UTC,2014-11-01 04:10:08 UTC
347,Lee's Summit,84208,MO,38.9108408,-94.3821724,2014-11-01 04:10:10 UTC,2014-11-01 04:10:10 UTC
348,College Station,84128,TX,30.627977,-96.3344068,2014-11-01 04:10:11 UTC,2014-11-01 04:10:11 UTC
349,Yakima,84074,WA,46.6020711,-120.5058987,2014-11-01 04:10:12 UTC,2014-11-01 04:10:12 UTC
350,Kent,83978,WA,47.3809335,-122.2348431,2014-11-01 04:10:13 UTC,2014-11-01 04:10:13 UTC
351,Chico,83791,CA,39.7284944,-121.8374777,2014-11-01 04:10:14 UTC,2014-11-01 04:10:14 UTC
352,Plantation,83628,FL,26.1275862,-80.23310359999999,2014-11-01 04:10:15 UTC,2014-11-01 04:10:15 UTC
353,Norwalk,83185,CT,41.11774399999999,-73.4081575,2014-11-01 04:10:16 UTC,2014-11-01 04:10:16 UTC
354,Chino,83031,CA,34.0122346,-117.688944,2014-11-01 04:10:17 UTC,2014-11-01 04:10:17 UTC
355,Pearland,82903,TX,29.5635666,-95.2860474,2014-11-01 04:10:18 UTC,2014-11-01 04:10:18 UTC
356,Trenton,82883,NJ,40.2170534,-74.7429384,2014-11-01 04:10:19 UTC,2014-11-01 04:10:19 UTC
357,Ogden,82865,UT,41.223,-111.9738304,2014-11-01 04:10:20 UTC,2014-11-01 04:10:20 UTC
358,Sioux City,82807,IA,42.4999942,-96.40030689999999,2014-11-01 04:10:22 UTC,2014-11-01 04:10:22 UTC
359,Sandy Springs,82674,GA,33.9304352,-84.3733147,2014-11-01 04:10:23 UTC,2014-11-01 04:10:23 UTC
360,Suffolk,82302,VA,36.7282054,-76.5835621,2014-11-01 04:10:24 UTC,2014-11-01 04:10:24 UTC
361,Whittier,82267,CA,33.9791793,-118.032844,2014-11-01 04:10:25 UTC,2014-11-01 04:10:25 UTC
362,Racine,82196,WI,42.7261309,-87.78285230000002,2014-11-01 04:10:26 UTC,2014-11-01 04:10:26 UTC
363,Newton,82139,MA,42.3370413,-71.20922139999999,2014-11-01 04:10:27 UTC,2014-11-01 04:10:27 UTC
364,Avondale,81299,AZ,33.4355977,-112.3496021,2014-11-01 04:10:28 UTC,2014-11-01 04:10:28 UTC
365,Bloomington,81280,MN,44.840798,-93.2982799,2014-11-01 04:10:29 UTC,2014-11-01 04:10:29 UTC
366,Allen,81268,TX,33.1031744,-96.67055030000002,2014-11-01 04:10:30 UTC,2014-11-01 04:10:30 UTC
367,Sugar Land,80704,TX,29.6196787,-95.6349463,2014-11-01 04:10:31 UTC,2014-11-01 04:10:31 UTC
368,Reading,80506,PA,40.3356483,-75.9268747,2014-11-01 04:10:32 UTC,2014-11-01 04:10:32 UTC
369,Cicero,80414,IL,41.8455877,-87.7539448,2014-11-01 04:10:34 UTC,2014-11-01 04:10:34 UTC
370,Nampa,80362,ID,43.5407172,-116.5634624,2014-11-01 04:10:35 UTC,2014-11-01 04:10:35 UTC
371,Troy,80264,MI,42.6064095,-83.1497751,2014-11-01 04:10:36 UTC,2014-11-01 04:10:36 UTC
372,Livermore,80188,CA,37.6818745,-121.7680088,2014-11-01 04:10:37 UTC,2014-11-01 04:10:37 UTC
373,Cranston,79980,RI,41.7798226,-71.4372796,2014-11-01 04:10:38 UTC,2014-11-01 04:10:38 UTC
374,Newport Beach,79661,CA,33.6189101,-117.9289469,2014-11-01 04:10:39 UTC,2014-11-01 04:10:39 UTC
375,Rio Rancho,79655,NM,35.2327544,-106.6630437,2014-11-01 04:10:40 UTC,2014-11-01 04:10:40 UTC
376,Greenville,79629,NC,35.612661,-77.3663538,2014-11-01 04:10:41 UTC,2014-11-01 04:10:41 UTC
377,Edmond,79559,OK,35.6528323,-97.47809540000002,2014-11-01 04:10:42 UTC,2014-11-01 04:10:42 UTC
378,Champaign,79389,IL,40.1164204,-88.2433829,2014-11-01 04:10:43 UTC,2014-11-01 04:10:43 UTC
379,Camden,79383,NJ,39.9259463,-75.1196199,2014-11-01 04:10:45 UTC,2014-11-01 04:10:45 UTC
380,Buena Park,79379,CA,33.8675143,-117.9981181,2014-11-01 04:10:46 UTC,2014-11-01 04:10:46 UTC
381,Danbury,79256,CT,41.394817,-73.4540111,2014-11-01 04:10:47 UTC,2014-11-01 04:10:47 UTC
382,Tracy,79196,CA,37.7396513,-121.4252227,2014-11-01 04:10:48 UTC,2014-11-01 04:10:48 UTC
383,San Marcos,79114,CA,33.1433723,-117.1661449,2014-11-01 04:10:49 UTC,2014-11-01 04:10:49 UTC
384,Westland,78961,MI,42.32420399999999,-83.400211,2014-11-01 04:10:50 UTC,2014-11-01 04:10:50 UTC
385,Bellingham,78905,WA,48.74908,-122.4781473,2014-11-01 04:10:51 UTC,2014-11-01 04:10:51 UTC
386,Farmington Hills,78522,MI,42.4989936,-83.3677168,2014-11-01 04:10:52 UTC,2014-11-01 04:10:52 UTC
387,Lakewood,78444,CA,33.8536269,-118.1339563,2014-11-01 04:10:53 UTC,2014-11-01 04:10:53 UTC
388,Canton,78362,OH,40.79894729999999,-81.378447,2014-11-01 04:10:54 UTC,2014-11-01 04:10:54 UTC
389,Clifton,78219,NJ,40.8584328,-74.16375529999999,2014-11-01 04:10:56 UTC,2014-11-01 04:10:56 UTC
390,Parma,77947,OH,41.4047742,-81.7229086,2014-11-01 04:10:57 UTC,2014-11-01 04:10:57 UTC
391,San Leandro,77880,CA,37.7249296,-122.1560768,2014-11-01 04:10:58 UTC,2014-11-01 04:10:58 UTC
392,Evanston,77693,IL,42.0450722,-87.68769689999999,2014-11-01 04:10:59 UTC,2014-11-01 04:10:59 UTC
393,Baldwin Park,77380,CA,34.0852868,-117.9608978,2014-11-01 04:11:00 UTC,2014-11-01 04:11:00 UTC
394,Melbourne,77351,FL,28.0836269,-80.60810889999999,2014-11-01 04:11:01 UTC,2014-11-01 04:11:01 UTC
395,Longview,77211,TX,32.5007037,-94.74048909999999,2014-11-01 04:11:02 UTC,2014-11-01 04:11:02 UTC
396,Bend,77181,OR,44.0581728,-121.3153096,2014-11-01 04:11:03 UTC,2014-11-01 04:11:03 UTC
397,Merced,77160,CA,37.3021632,-120.4829677,2014-11-01 04:11:04 UTC,2014-11-01 04:11:04 UTC
398,O'Fallon,76819,MO,38.8106075,-90.69984769999999,2014-11-01 04:11:05 UTC,2014-11-01 04:11:05 UTC
399,Hammond,76732,IN,41.5833688,-87.5000412,2014-11-01 04:11:06 UTC,2014-11-01 04:11:06 UTC
400,Decatur,76256,IL,39.8403147,-88.9548001,2014-11-01 04:11:08 UTC,2014-11-01 04:11:08 UTC
401,Jacksonville,76233,NC,34.7540524,-77.4302414,2014-11-01 04:11:09 UTC,2014-11-01 04:11:09 UTC
402,St. Joseph,76197,MO,39.7674578,-94.84668099999999,2014-11-01 04:11:10 UTC,2014-11-01 04:11:10 UTC
403,Albany,75831,GA,31.5785074,-84.15574099999999,2014-11-01 04:11:11 UTC,2014-11-01 04:11:11 UTC
404,Somerville,75662,MA,42.3875968,-71.0994968,2014-11-01 04:11:12 UTC,2014-11-01 04:11:12 UTC
405,Lake Forest,75566,CA,33.6469661,-117.689218,2014-11-01 04:11:13 UTC,2014-11-01 04:11:13 UTC
406,Southfield,75392,MI,42.4733688,-83.2218731,2014-11-01 04:11:14 UTC,2014-11-01 04:11:14 UTC
407,Missouri City,74723,TX,29.6185669,-95.5377215,2014-11-01 04:11:15 UTC,2014-11-01 04:11:15 UTC
408,Deerfield Beach,74584,FL,26.3184123,-80.09976569999999,2014-11-01 04:11:16 UTC,2014-11-01 04:11:16 UTC
409,Napa,74547,CA,38.2975381,-122.286865,2014-11-01 04:11:17 UTC,2014-11-01 04:11:17 UTC
410,Asheville,74543,NC,35.5950581,-82.5514869,2014-11-01 04:11:18 UTC,2014-11-01 04:11:18 UTC
411,New Rochelle,74115,NY,40.9114882,-73.7823549,2014-11-01 04:11:20 UTC,2014-11-01 04:11:20 UTC
412,Redwood City,74060,CA,37.48521520000001,-122.2363548,2014-11-01 04:11:21 UTC,2014-11-01 04:11:21 UTC
413,Chino Hills,73879,CA,33.9898188,-117.7325848,2014-11-01 04:11:22 UTC,2014-11-01 04:11:22 UTC
414,Arlington Heights,73399,IL,42.0883603,-87.98062650000001,2014-11-01 04:11:23 UTC,2014-11-01 04:11:23 UTC
415,Fayetteville,73372,AR,36.0625795,-94.1574263,2014-11-01 04:11:24 UTC,2014-11-01 04:11:24 UTC
416,Medford,73212,OR,42.3265152,-122.8755949,2014-11-01 04:11:25 UTC,2014-11-01 04:11:25 UTC
417,Bellflower,73033,CA,33.8816818,-118.1170117,2014-11-01 04:11:26 UTC,2014-11-01 04:11:26 UTC
418,Bloomington,73026,IL,40.4842027,-88.99368729999999,2014-11-01 04:11:27 UTC,2014-11-01 04:11:27 UTC
419,Youngstown,72925,OH,41.0997803,-80.6495194,2014-11-01 04:11:28 UTC,2014-11-01 04:11:28 UTC
420,Largo,72732,FL,27.9094665,-82.7873244,2014-11-01 04:11:29 UTC,2014-11-01 04:11:29 UTC
421,St. George,72718,UT,37.0965278,-113.5684164,2014-11-01 04:11:31 UTC,2014-11-01 04:11:31 UTC
422,Lynchburg,72596,VA,37.4137536,-79.14224639999999,2014-11-01 04:11:32 UTC,2014-11-01 04:11:32 UTC
423,Wilmington,72592,DE,39.7390721,-75.5397878,2014-11-01 04:11:33 UTC,2014-11-01 04:11:33 UTC
424,Gastonia,72505,NC,35.262082,-81.18730049999999,2014-11-01 04:11:34 UTC,2014-11-01 04:11:34 UTC
425,Bryan,72357,TX,30.6743643,-96.3699632,2014-11-01 04:11:35 UTC,2014-11-01 04:11:35 UTC
426,Palm Coast,72316,FL,29.5844524,-81.20786989999999,2014-11-01 04:11:36 UTC,2014-11-01 04:11:36 UTC
427,Bethlehem,72241,PA,40.6259316,-75.37045789999999,2014-11-01 04:11:37 UTC,2014-11-01 04:11:37 UTC
428,Scranton,72233,PA,41.408969,-75.66241219999999,2014-11-01 04:11:39 UTC,2014-11-01 04:11:39 UTC
429,Kalamazoo,72179,MI,42.2917069,-85.5872286,2014-11-01 04:11:40 UTC,2014-11-01 04:11:40 UTC
430,Union City,72123,CA,37.5933918,-122.0438298,2014-11-01 04:11:41 UTC,2014-11-01 04:11:41 UTC
431,Upland,72091,CA,34.09751,-117.6483876,2014-11-01 04:11:42 UTC,2014-11-01 04:11:42 UTC
432,Santa Fe,71831,NM,35.6869752,-105.937799,2014-11-01 04:11:43 UTC,2014-11-01 04:11:43 UTC
433,Bloomington,71819,IN,39.165325,-86.52638569999999,2014-11-01 04:11:44 UTC,2014-11-01 04:11:44 UTC
434,Tustin,71814,CA,33.7458511,-117.826166,2014-11-01 04:11:45 UTC,2014-11-01 04:11:45 UTC
435,Pawtucket,71765,RI,41.878711,-71.38255579999999,2014-11-01 04:11:46 UTC,2014-11-01 04:11:46 UTC
436,Schaumburg,71716,IL,42.0333607,-88.0834059,2014-11-01 04:11:47 UTC,2014-11-01 04:11:47 UTC
437,Edinburg,71520,TX,26.3017374,-98.1633432,2014-11-01 04:11:48 UTC,2014-11-01 04:11:48 UTC
438,Plymouth,71486,MN,45.0105194,-93.4555093,2014-11-01 04:11:50 UTC,2014-11-01 04:11:50 UTC
439,Mountain View,71348,CA,37.3860517,-122.0838511,2014-11-01 04:11:51 UTC,2014-11-01 04:11:51 UTC
440,Brooklyn Park,71308,MN,45.0941315,-93.3563405,2014-11-01 04:11:52 UTC,2014-11-01 04:11:52 UTC
441,League City,71222,TX,29.5074538,-95.0949303,2014-11-01 04:11:53 UTC,2014-11-01 04:11:53 UTC
442,Lake Charles,71061,LA,30.2265949,-93.2173758,2014-11-01 04:11:54 UTC,2014-11-01 04:11:54 UTC
443,Hoover,71020,AL,33.4053867,-86.8113781,2014-11-01 04:11:55 UTC,2014-11-01 04:11:55 UTC
444,Hemet,70991,CA,33.7475203,-116.9719684,2014-11-01 04:11:56 UTC,2014-11-01 04:11:56 UTC
445,Bolingbrook,70823,IL,41.69864159999999,-88.0683955,2014-11-01 04:11:57 UTC,2014-11-01 04:11:57 UTC
446,Alameda,70580,CA,37.7652065,-122.2416355,2014-11-01 04:11:58 UTC,2014-11-01 04:11:58 UTC
447,New Britain,70486,CT,41.6612104,-72.7795419,2014-11-01 04:11:59 UTC,2014-11-01 04:11:59 UTC
448,Wyoming,70462,MI,42.9133602,-85.7053085,2014-11-01 04:12:00 UTC,2014-11-01 04:12:00 UTC
449,Baytown,70330,TX,29.7355047,-94.97742740000001,2014-11-01 04:12:02 UTC,2014-11-01 04:12:02 UTC
450,Appleton,70305,WI,44.2619309,-88.41538469999999,2014-11-01 04:12:03 UTC,2014-11-01 04:12:03 UTC
451,Lorain,70239,OH,41.452819,-82.1823746,2014-11-01 04:12:04 UTC,2014-11-01 04:12:04 UTC
452,Apple Valley,70200,CA,34.5008311,-117.1858759,2014-11-01 04:12:05 UTC,2014-11-01 04:12:05 UTC
453,Gulfport,70055,MS,30.3674198,-89.0928155,2014-11-01 04:12:06 UTC,2014-11-01 04:12:06 UTC
454,Lynwood,70025,CA,33.930293,-118.2114603,2014-11-01 04:12:07 UTC,2014-11-01 04:12:07 UTC
455,Lawrence,70014,MA,42.7070354,-71.1631137,2014-11-01 04:12:08 UTC,2014-11-01 04:12:08 UTC
456,Redlands,69689,CA,34.0555693,-117.1825381,2014-11-01 04:12:09 UTC,2014-11-01 04:12:09 UTC
457,Flower Mound,69307,TX,33.0145673,-97.0969552,2014-11-01 04:12:11 UTC,2014-11-01 04:12:11 UTC
458,Rochester Hills,69014,MI,42.65836609999999,-83.1499322,2014-11-01 04:12:12 UTC,2014-11-01 04:12:12 UTC
459,Fishers,69011,IN,39.9567548,-86.01335,2014-11-01 04:12:13 UTC,2014-11-01 04:12:13 UTC
460,Mount Vernon,68653,NY,40.9125992,-73.8370786,2014-11-01 04:12:14 UTC,2014-11-01 04:12:14 UTC
461,Turlock,68404,CA,37.4946568,-120.8465941,2014-11-01 04:12:15 UTC,2014-11-01 04:12:15 UTC
462,Boynton Beach,68291,FL,26.5317866,-80.0905465,2014-11-01 04:12:16 UTC,2014-11-01 04:12:16 UTC
463,Missoula,68202,MT,46.8625,-114.011667,2014-11-01 04:12:17 UTC,2014-11-01 04:12:17 UTC
464,Springdale,68180,AR,36.18674420000001,-94.1288141,2014-11-01 04:12:18 UTC,2014-11-01 04:12:18 UTC
465,Waukesha,68008,WI,43.0116784,-88.2314813,2014-11-01 04:12:19 UTC,2014-11-01 04:12:19 UTC
466,Iowa City,67831,IA,41.6611277,-91.5301683,2014-11-01 04:12:20 UTC,2014-11-01 04:12:20 UTC
467,Folsom,67788,CA,38.6779591,-121.1760583,2014-11-01 04:12:21 UTC,2014-11-01 04:12:21 UTC
468,Marietta,67562,GA,33.95260200000001,-84.5499327,2014-11-01 04:12:23 UTC,2014-11-01 04:12:23 UTC
469,Milpitas,67503,CA,37.4323341,-121.8995741,2014-11-01 04:12:24 UTC,2014-11-01 04:12:24 UTC
470,Rock Hill,67339,SC,34.9248667,-81.02507840000001,2014-11-01 04:12:25 UTC,2014-11-01 04:12:25 UTC
471,Mission,67119,TX,26.2159066,-98.32529319999999,2014-11-01 04:12:26 UTC,2014-11-01 04:12:26 UTC
472,Palatine,67080,IL,42.1103041,-88.03424000000001,2014-11-01 04:12:27 UTC,2014-11-01 04:12:27 UTC
473,Lauderhill,67073,FL,26.1403635,-80.2133808,2014-11-01 04:12:28 UTC,2014-11-01 04:12:28 UTC
474,St. Cloud,66948,MN,45.5579451,-94.16324039999999,2014-11-01 04:12:29 UTC,2014-11-01 04:12:29 UTC
475,Kenner,66942,LA,29.9940924,-90.2417434,2014-11-01 04:12:30 UTC,2014-11-01 04:12:30 UTC
476,Meridian,66916,ID,43.6121087,-116.3915131,2014-11-01 04:12:31 UTC,2014-11-01 04:12:31 UTC
477,Passaic,66884,NJ,40.8567662,-74.1284764,2014-11-01 04:12:32 UTC,2014-11-01 04:12:32 UTC
478,Redondo Beach,66882,CA,33.8491816,-118.3884078,2014-11-01 04:12:34 UTC,2014-11-01 04:12:34 UTC
479,Pleasanton,66828,CA,37.6624312,-121.8746789,2014-11-01 04:12:35 UTC,2014-11-01 04:12:35 UTC
480,Carmel,66769,IN,39.978371,-86.1180435,2014-11-01 04:12:36 UTC,2014-11-01 04:12:36 UTC
481,Waterloo,66662,IA,42.492786,-92.34257749999999,2014-11-01 04:12:37 UTC,2014-11-01 04:12:37 UTC
482,Skokie,66620,IL,42.0324025,-87.7416246,2014-11-01 04:12:38 UTC,2014-11-01 04:12:38 UTC
483,Dothan,66505,AL,31.2232313,-85.3904888,2014-11-01 04:12:39 UTC,2014-11-01 04:12:39 UTC
484,Concord,66311,NC,35.4087517,-80.579511,2014-11-01 04:12:40 UTC,2014-11-01 04:12:40 UTC
